timestamp,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11
2023-01-03 08:00:00,51.4512,48.056,95.1705,1.9142,52.6693,44.617,210.9678,18.9865,79.8394,58.7394,49.6807
2023-01-03 09:00:00,51.7715,43.6519,92.6103,3.276,52.1277,52.151,211.693,16.3642,78.7148,51.237,43.1882
2023-01-03 10:00:00,52.1129,44.3268,104.0138,-3.0064,52.4745,53.7125,208.9995,15.9319,79.7928,63.8981,44.1338
2023-01-03 11:00:00,52.3578,43.9037,94.7568,7.833,54.006,57.6306,202.7386,14.7127,80.6828,56.8255,55.1835
2023-01-03 12:00:00,49.4012,46.5777,99.2253,-2.3915,50.744,48.5812,202.9887,1.3005,78.0261,50.2218,43.4982
2023-01-03 13:00:00,49.0671,45.5502,102.9506,-8.0364,48.6409,56.4442,201.0249,21.2668,76.578,47.5126,55.6023
2023-01-03 14:00:00,46.9645,45.1249,97.4782,1.7231,47.1566,55.9899,203.3283,0.6646,72.6461,52.8337,55.9296
2023-01-03 15:00:00,,42.1863,96.6363,-9.7067,45.8163,45.2,196.6065,33.7198,80.8475,57.5266,65.3392
2023-01-03 16:00:00,48.7487,42.7076,100.841,0.6638,48.5059,52.8955,193.9235,17.2152,78.6372,60.4974,45.1915
2023-01-03 17:00:00,49.2666,40.424,,-2.577,49.3242,53.4625,195.8559,23.0778,77.7329,55.8259,46.7485
2023-01-03 18:00:00,47.024,36.7039,95.2567,1.9115,45.7408,48.8577,195.5869,,81.6332,56.1751,26.873
2023-01-03 19:00:00,48.7415,41.5516,,,48.1837,48.1709,194.6008,20.2232,74.1035,55.1498,
2023-01-03 20:00:00,48.0804,39.1924,93.002,1.9764,47.1158,50.3863,194.9866,41.164,77.9853,54.5328,40.4387
2023-01-03 21:00:00,47.049,40.1731,98.3582,-2.5081,47.3602,46.0883,198.4726,7.4712,74.768,58.4675,55.0567
2023-01-03 22:00:00,49.1821,40.2287,100.0668,-10.462,48.9233,48.8075,196.3978,5.3265,79.468,49.4657,68.0738
2023-01-03 23:00:00,51.6726,47.2168,96.5105,,50.7094,52.2103,199.2231,27.1701,70.6579,59.2285,55.8076
2023-01-04 00:00:00,50.0903,39.8919,98.1,-0.7962,49.3849,53.6925,200.7992,18.419,79.5815,52.9323,
2023-01-04 01:00:00,,38.2942,94.2941,7.359,50.724,51.0779,205.9674,28.4746,79.2874,58.4661,42.8867
2023-01-04 02:00:00,47.7184,43.5863,100.2343,-1.173,46.7676,49.4707,,33.8092,74.0577,59.4581,38.0203
2023-01-04 03:00:00,53.5042,43.8751,104.1478,-4.587,54.2427,46.9052,204.9605,12.8256,76.8504,55.761,47.5798
2023-01-04 04:00:00,52.8806,49.4624,95.5354,3.077,53.3206,46.7055,206.2922,31.0549,73.7692,,43.7625
2023-01-04 05:00:00,52.6033,39.087,97.4323,-0.8543,55.1041,54.5633,212.625,12.5698,77.5769,42.0096,41.3891
2023-01-04 06:00:00,53.2936,41.5225,101.9322,10.8455,54.5273,49.8278,211.1735,24.1454,78.5733,58.6427,
2023-01-04 07:00:00,50.0744,46.9906,104.7694,4.1252,50.6198,55.6508,210.2727,9.7466,72.9146,51.3371,38.1408
2023-01-04 08:00:00,52.4286,41.2613,93.9472,-0.176,51.271,47.8824,207.6689,26.6024,71.855,57.497,58.2648
2023-01-04 09:00:00,52.819,44.2092,99.2439,5.2744,53.0181,50.3976,209.2432,23.8771,78.8491,56.4636,46.0056
2023-01-04 10:00:00,53.8808,41.9192,101.0505,-6.3877,54.1703,53.2368,202.2151,,81.1972,52.7999,49.5476
2023-01-04 11:00:00,50.1651,44.3902,99.5088,0.0032,49.412,,,7.2726,76.6703,55.1408,50.9979
2023-01-04 12:00:00,48.9553,46.6191,90.0088,-3.5581,47.9464,48.6116,199.2395,34.0662,76.7053,55.2624,45.3329
2023-01-04 13:00:00,48.6409,44.0896,101.9194,5.709,46.561,55.7518,197.4096,20.6009,73.8169,57.609,
2023-01-04 14:00:00,50.0451,41.956,105.9913,1.1675,48.7783,49.8342,197.2817,36.0282,75.1664,54.9015,33.9422
2023-01-04 15:00:00,48.5458,41.5763,100.3796,-0.3867,49.1291,54.7352,193.7387,17.8374,75.4923,50.2903,62.8333
2023-01-04 16:00:00,46.7833,41.7188,95.7876,12.0101,45.997,55.1181,191.7382,41.1092,73.7071,50.3791,46.5295
2023-01-04 17:00:00,48.0501,42.7829,97.8585,5.2498,47.1537,46.5876,190.6721,14.8117,78.12,53.5429,59.2075
2023-01-04 18:00:00,47.3256,,106.9897,1.3795,46.7853,46.636,187.2722,41.1598,,63.959,52.0124
2023-01-04 19:00:00,48.7372,41.8754,103.5489,,49.652,48.553,192.9002,26.9034,74.6227,48.5862,58.505
2023-01-04 20:00:00,46.5328,41.8242,102.4681,1.8058,45.8436,47.7061,190.0175,30.0602,,56.6929,48.8159
2023-01-04 21:00:00,47.5732,41.3607,101.3327,5.9933,47.6282,54.5859,196.8783,12.8289,73.1676,54.6472,52.3844
2023-01-04 22:00:00,48.0998,37.4711,97.2615,1.5656,46.8732,47.7514,194.1044,31.2528,76.8294,50.4949,60.979
2023-01-04 23:00:00,47.2183,39.6785,,1.2413,46.0433,51.7843,199.0913,34.647,73.4383,54.0288,50.9585
2023-01-05 00:00:00,50.6362,41.636,99.5923,-8.9457,51.1174,50.2243,194.7904,22.6046,73.3385,56.6468,63.3008
2023-01-05 01:00:00,51.362,42.7072,102.1013,-6.1498,53.5271,50.3254,201.8099,-0.513,73.2103,53.3639,53.522
2023-01-05 02:00:00,51.7037,38.4047,105.9377,-1.8002,53.4742,48.3347,204.1241,10.587,71.4065,57.3401,42.6728
2023-01-05 03:00:00,51.9674,41.3932,104.3744,4.5953,52.9438,52.5523,206.2844,11.1029,68.116,56.7088,46.4519
2023-01-05 04:00:00,50.675,42.2225,94.2225,-0.2925,50.9615,46.6846,201.7688,32.1396,76.9011,48.2888,58.8811
2023-01-05 05:00:00,52.4688,45.2892,100.795,4.8719,54.3636,53.813,204.0982,20.3068,75.2358,46.7851,37.6022
2023-01-05 06:00:00,52.6899,46.757,,-6.7471,54.0226,46.826,206.8121,20.2697,75.6297,54.4423,57.9288
2023-01-05 07:00:00,51.9004,42.0551,102.3724,-12.0188,49.9868,53.4708,205.5696,18.5374,68.521,46.4456,46.3423
2023-01-05 08:00:00,52.5641,46.8684,97.3791,-3.6028,52.023,47.1187,204.9502,41.9468,75.9339,39.7181,37.1028
2023-01-05 09:00:00,52.9374,45.0951,111.5514,2.0846,53.863,50.5483,202.2654,25.3199,77.3651,,52.0726
2023-01-05 10:00:00,54.5413,43.8046,94.7857,0.2554,53.6626,51.0029,204.3284,27.271,74.4692,58.6815,42.9981
2023-01-05 11:00:00,51.2523,44.1511,95.5602,-4.1335,50.6052,50.3422,204.4161,18.0927,76.1536,45.8926,44.2838
2023-01-05 12:00:00,50.6023,46.8633,100.8264,-5.3421,50.023,51.3929,197.2426,26.1288,73.4844,55.3488,43.7426
2023-01-05 13:00:00,49.3299,47.174,108.3582,,48.9397,47.3063,195.7814,14.3853,68.4372,55.465,51.1489
2023-01-05 14:00:00,45.8418,49.254,96.5452,-10.382,44.7228,48.9061,192.9725,27.6803,72.3917,52.7761,46.1003
2023-01-05 15:00:00,48.0609,40.8814,98.8257,0.5232,47.384,53.5902,193.6909,11.4401,67.7054,46.6302,53.9095
2023-01-05 16:00:00,47.7163,43.2256,104.1972,0.4515,48.0848,53.1498,191.4339,34.6419,68.8778,58.0686,60.1242
2023-01-05 17:00:00,51.0231,37.6426,99.8156,-4.5004,50.9625,49.0188,186.7729,16.7737,71.5283,54.3152,55.4169
2023-01-05 18:00:00,46.9395,38.6786,98.5476,-3.848,45.9427,54.6762,187.3417,35.7255,71.0412,51.7629,68.0531
2023-01-05 19:00:00,47.7845,40.5317,,1.6985,45.9923,46.2831,186.7603,50.7754,71.8064,56.4975,70.5135
2023-01-05 20:00:00,47.5819,43.713,100.9741,10.3018,48.1226,46.7683,194.9119,23.7096,64.9694,47.3208,47.0974
2023-01-05 21:00:00,46.3597,47.194,104.0048,-4.207,44.9601,47.6706,192.0137,39.6294,69.8179,42.8536,38.4738
2023-01-05 22:00:00,50.4502,40.1565,105.0479,-4.4786,49.4533,50.8289,191.1633,34.224,71.8691,44.1746,47.1087
2023-01-05 23:00:00,50.5894,37.6191,101.109,12.58,50.9204,51.1153,192.8931,9.8962,72.4155,49.6658,51.1835
2023-01-06 00:00:00,51.4265,40.0882,101.0469,-1.4052,50.9449,,197.8908,,72.5667,47.5598,72.2577
2023-01-06 01:00:00,49.6544,37.6961,100.7354,2.3574,49.0593,43.5011,200.1316,30.7208,70.8409,53.3752,46.252
2023-01-06 02:00:00,53.8482,42.7711,101.8345,-1.9057,54.8763,51.5102,201.8239,33.2219,68.9182,49.9325,52.7793
2023-01-06 03:00:00,50.2645,43.7526,100.0977,-2.5335,49.991,47.5313,201.0154,27.0924,71.5359,44.7807,43.1884
2023-01-06 04:00:00,53.7264,44.1927,99.8736,-0.0161,56.7832,50.9891,203.7371,26.6206,69.1148,44.0561,46.5333
2023-01-06 05:00:00,56.4335,48.205,104.6615,-8.1583,57.6453,48.483,204.1395,25.5979,72.7067,52.4597,37.8561
2023-01-06 06:00:00,51.7662,41.4659,105.9385,-0.5766,52.7373,,202.3165,26.8416,71.2819,49.2597,35.3727
2023-01-06 07:00:00,52.3023,45.2909,93.8428,-9.8629,50.8211,54.6715,202.0677,11.317,69.8183,55.4381,63.6093
2023-01-06 08:00:00,53.0036,46.0531,99.9121,-2.8077,52.7436,47.3732,203.9553,23.4274,67.707,48.9824,60.662
2023-01-06 09:00:00,51.6241,41.1811,97.1162,-5.3959,50.862,47.3831,202.2684,7.8415,73.3899,52.4661,46.304
2023-01-06 10:00:00,49.434,45.2317,98.6261,-3.5714,48.3664,57.0673,201.3464,19.2902,71.733,41.1124,60.6338
2023-01-06 11:00:00,51.1413,41.8691,101.4791,-4.6459,51.7851,56.1753,199.9188,18.0942,76.3961,49.1693,36.9309
2023-01-06 12:00:00,48.6705,42.8439,102.5458,5.161,49.4402,50.4793,199.2971,17.6027,71.704,46.8321,48.2664
2023-01-06 13:00:00,50.1999,39.531,99.4185,-0.3602,50.5845,55.5202,192.7134,12.4003,72.0001,45.3032,51.7426
2023-01-06 14:00:00,47.3889,44.8443,92.2126,-2.734,46.64,53.5447,193.6392,28.1997,65.8263,54.345,62.6605
2023-01-06 15:00:00,50.4736,45.8735,96.0048,-2.1373,49.9374,52.0774,192.2685,22.3485,71.212,46.3126,51.9754
2023-01-06 16:00:00,46.499,39.416,103.45,1.63,46.9125,,188.928,21.4395,69.396,44.4218,55.4475
2023-01-06 17:00:00,46.8931,35.648,88.9013,1.5673,48.343,52.4915,189.0556,6.5698,72.8965,56.5781,45.3004
2023-01-06 18:00:00,48.4963,42.5903,104.6117,-7.1604,48.3306,51.1334,188.03,21.4037,71.4992,50.8589,52.6396
2023-01-06 19:00:00,45.5339,39.5634,101.9459,-3.6768,45.5801,57.1249,193.1618,38.0254,,56.5965,62.6436
2023-01-06 20:00:00,48.0231,40.4058,105.1247,-2.5007,47.9711,48.2686,190.0274,38.5862,77.0677,43.382,33.8349
2023-01-06 21:00:00,50.1214,40.106,99.0647,0.7759,50.9012,50.215,192.0708,29.8519,68.3713,47.2059,61.3607
2023-01-06 22:00:00,46.3728,38.2022,91.6124,12.5358,44.4828,44.6147,192.3801,22.0946,73.7089,54.424,
2023-01-06 23:00:00,49.7865,41.7384,101.5785,-9.945,49.2557,48.4092,193.9663,31.5624,73.0278,53.2646,35.9405
2023-01-07 00:00:00,50.6778,45.2043,104.9546,-1.7856,51.2089,55.1184,194.4847,15.0449,77.0287,44.2839,47.3287
2023-01-07 01:00:00,,34.5292,103.5539,3.466,53.8995,50.7088,201.4559,20.4102,73.3263,51.9277,62.9008
2023-01-07 02:00:00,49.9366,41.3962,97.2032,0.9154,49.1058,47.6209,202.8237,16.9522,73.139,46.0668,45.1767
2023-01-07 03:00:00,50.4346,43.6107,100.2,,48.4883,50.604,202.4467,33.1257,74.0188,57.05,52.9934
2023-01-07 04:00:00,53.677,42.1084,97.7207,1.9471,53.9141,44.3783,202.6288,35.513,74.3629,44.8684,33.8681
2023-01-07 05:00:00,53.6413,46.774,96.5739,-10.1296,55.3796,47.4115,205.7016,25.0703,,,31.7433
2023-01-07 06:00:00,53.6757,41.2809,103.6716,-5.478,52.827,51.305,204.7356,47.0562,69.4244,52.6374,39.2326
2023-01-07 07:00:00,53.7194,45.5222,95.0589,0.4087,53.2864,50.3132,205.1345,29.7164,70.8539,46.6689,60.1281
2023-01-07 08:00:00,51.882,,96.2727,-1.492,52.4144,,202.3758,27.1778,77.3893,52.8275,49.4917
2023-01-07 09:00:00,52.7757,44.1462,95.4309,4.4285,53.2149,52.1893,204.1924,28.3841,66.4637,52.8306,60.997
2023-01-07 10:00:00,52.2476,41.0451,93.885,2.7503,,52.4214,202.705,11.0912,72.2458,44.0848,61.5811
2023-01-07 11:00:00,50.0149,43.0281,100.4307,-19.2973,48.7892,47.9471,,15.1571,73.1123,46.695,42.4185
2023-01-07 12:00:00,53.1107,47.4329,104.49,-4.721,53.4078,46.448,198.197,23.6452,72.2998,51.4336,65.67
2023-01-07 13:00:00,50.2483,43.5682,99.1035,-10.0041,51.4931,50.9926,195.8983,24.4934,77.7434,49.9389,44.5562
2023-01-07 14:00:00,47.029,40.3966,93.819,2.441,45.242,46.8384,191.6621,31.5073,,46.7446,60.0036
2023-01-07 15:00:00,49.1815,47.4582,103.2008,3.926,50.4947,46.5357,195.4625,16.1291,72.1867,49.5174,59.5949
2023-01-07 16:00:00,46.2599,41.8841,106.5828,-0.7695,44.4445,55.2155,193.9184,26.7661,71.623,50.5306,50.6503
2023-01-07 17:00:00,48.6048,38.6993,97.254,-10.0248,49.1752,50.1988,191.5363,24.8274,74.5514,46.4183,50.6666
2023-01-07 18:00:00,49.0619,42.1779,97.9238,2.1804,48.5013,51.5561,188.6945,25.6065,77.3853,51.7641,53.2046
2023-01-07 19:00:00,46.1972,41.2478,101.8996,6.3544,44.2917,50.0728,189.3444,24.0547,74.4857,54.2941,51.1544
2023-01-07 20:00:00,49.175,47.2684,106.3235,-10.539,48.5131,45.2959,191.6274,6.6252,73.8515,45.6266,46.0986
2023-01-07 21:00:00,48.8279,43.7707,97.7557,-14.13,49.1384,51.2368,196.0732,-2.027,72.3543,51.9068,45.241
2023-01-07 22:00:00,50.0651,42.1672,94.5042,0.1962,50.0713,47.8618,196.5308,14.8213,75.7485,54.5749,46.1786
2023-01-07 23:00:00,52.4027,40.5338,102.3587,8.6534,54.0017,47.3917,195.0437,18.4024,75.7688,44.6023,62.1822
2023-01-08 00:00:00,49.9679,38.939,103.0283,5.2113,51.3972,48.1182,201.0604,9.3133,72.8273,50.5609,34.1166
2023-01-08 01:00:00,49.9839,42.7112,99.8555,-3.7883,48.7976,44.5429,200.7953,25.1321,78.2662,52.2984,45.0316
2023-01-08 02:00:00,50.5057,44.8102,97.5975,-3.8294,49.3506,48.7963,203.5095,39.727,80.4918,43.8223,46.7406
2023-01-08 03:00:00,51.2396,,103.8065,6.6934,50.1827,49.0908,208.3047,33.0259,75.7068,50.1626,47.719
2023-01-08 04:00:00,52.8264,42.048,,-5.8938,52.4925,49.2582,209.3134,30.0769,76.6516,53.0192,52.9678
2023-01-08 05:00:00,53.7555,43.9282,96.7533,-7.9714,55.6108,52.1261,210.9168,37.2986,72.6148,49.8006,36.5175
2023-01-08 06:00:00,53.763,44.4546,100.0224,-12.4741,55.076,50.2672,209.1048,15.4854,78.3242,51.1268,60.2532
2023-01-08 07:00:00,54.4886,46.1632,94.4182,0.4512,54.8412,51.2076,210.7912,18.9574,77.6866,53.6628,58.8695
2023-01-08 08:00:00,52.9696,46.4196,102.5676,-7.8669,53.5524,53.6607,207.199,31.0042,75.4955,54.9347,56.7433
2023-01-08 09:00:00,54.6556,44.4311,98.7741,-2.8356,56.9911,53.0538,206.7283,19.8953,74.4209,56.9367,47.9244
2023-01-08 10:00:00,51.459,45.0305,98.0792,-10.9244,53.6588,55.0936,205.0758,20.7192,82.3694,53.3208,
2023-01-08 11:00:00,55.2147,42.0268,99.6895,-1.0303,56.517,50.2471,203.9864,47.3129,78.1478,47.1588,46.748
2023-01-08 12:00:00,51.2985,50.9192,99.9812,-9.8319,48.8989,51.272,199.4326,25.5447,74.4164,55.734,50.6087
2023-01-08 13:00:00,48.2998,43.7738,,1.6514,48.2571,55.1969,,47.1151,79.903,46.1194,56.6619
2023-01-08 14:00:00,47.2577,46.3704,102.1824,1.6662,47.6439,54.3422,201.1763,3.6055,78.189,,49.1869
2023-01-08 15:00:00,48.9684,41.2817,99.1914,-1.8154,48.9867,51.3065,194.5607,16.6179,77.8368,55.1844,53.6045
2023-01-08 16:00:00,47.4347,48.394,102.8707,1.1838,47.6482,53.2622,192.9424,29.9114,80.7523,57.4329,45.6609
2023-01-08 17:00:00,48.5432,37.4857,101.4179,-6.739,48.6089,50.8532,192.428,24.7293,,57.2379,52.8633
2023-01-08 18:00:00,48.0819,40.551,98.1076,-4.0498,46.4636,52.7803,200.0967,0.9753,72.6963,57.9013,47.508
2023-01-08 19:00:00,47.367,41.3591,99.3141,0.4744,,49.462,196.0919,21.9386,82.3991,52.6655,52.6795
2023-01-08 20:00:00,,42.7623,99.2191,-16.7276,45.4881,44.7653,195.534,54.196,78.0141,47.2889,32.3306
2023-01-08 21:00:00,45.9844,43.2644,101.832,-6.2518,46.2467,48.6458,197.5917,27.8853,77.2552,63.7666,54.871
2023-01-08 22:00:00,48.2102,44.781,98.3419,-3.0393,47.0864,55.5776,199.6725,32.2485,74.652,53.5727,55.4
2023-01-08 23:00:00,50.8901,40.797,98.2474,-1.4248,51.5241,50.3073,199.9669,18.1224,79.3714,57.1971,55.2896
2023-01-09 00:00:00,50.7051,,107.683,5.9373,51.1499,,202.3809,28.465,79.8609,57.3137,40.1256
2023-01-09 01:00:00,49.2938,40.3363,103.5659,-6.8965,50.7388,44.6674,205.2631,24.6499,83.3454,47.1092,42.8987
2023-01-09 02:00:00,52.1478,44.0262,96.7636,-6.3425,52.5356,50.7389,206.1464,39.1434,80.2485,48.7356,41.3141
2023-01-09 03:00:00,53.0893,48.2699,102.0888,-10.1984,51.9524,40.5726,208.5424,38.3985,78.3252,52.1469,
2023-01-09 04:00:00,51.6643,38.4053,100.2774,7.0033,52.644,49.5134,211.3925,29.4171,80.5472,59.0996,
2023-01-09 05:00:00,53.5224,47.332,101.3692,-8.8564,56.3649,53.0187,209.5651,25.6801,82.749,53.5965,43.0344
2023-01-09 06:00:00,,45.5757,100.3514,-6.7292,54.8924,53.5308,217.1208,4.6555,82.1785,57.9747,63.1561
2023-01-09 07:00:00,51.5813,46.0092,104.5596,0.3022,51.1099,47.7755,213.1985,4.8905,81.4471,53.7649,63.0239
2023-01-09 08:00:00,,45.239,101.1825,-0.2481,53.1598,55.0059,208.4115,25.5684,80.4781,54.7106,51.3796
2023-01-09 09:00:00,53.3645,43.3547,99.5506,-0.3339,53.0844,50.8554,204.7781,35.0575,77.9754,53.8087,53.7089
2023-01-09 10:00:00,53.5286,45.7213,103.9668,10.3499,56.2376,51.1123,206.7503,42.9017,76.6795,54.9282,33.2045
2023-01-09 11:00:00,52.7632,47.1406,100.7301,0.1435,52.9885,51.4225,207.6075,15.2146,76.2566,49.8672,44.7096
2023-01-09 12:00:00,48.3415,47.79,100.2819,-7.6086,47.3472,49.2928,205.1867,6.08,81.0565,57.9937,37.4764
2023-01-09 13:00:00,48.2268,45.466,101.0511,-5.5563,47.7137,56.273,201.9455,36.7177,,58.3556,40.9001
2023-01-09 14:00:00,49.6846,43.3491,99.4196,-3.4894,49.3046,52.8829,199.0614,15.293,83.2271,63.4245,55.1452
2023-01-09 15:00:00,49.0634,37.1933,99.8299,-12.3469,50.4437,55.9017,196.8202,6.4175,81.6538,51.182,57.5606
2023-01-09 16:00:00,48.5905,43.0412,97.4452,-2.2109,47.2941,55.8753,196.5674,19.1637,83.1386,61.1987,57.9786
2023-01-09 17:00:00,53.2993,43.2916,96.7863,1.8432,55.1398,49.3811,194.5585,20.0067,79.6049,50.669,52.4169
2023-01-09 18:00:00,48.2763,39.2894,95.7957,-5.7178,48.0537,53.2833,195.5172,41.1377,82.3125,55.0526,55.2337
2023-01-09 19:00:00,49.2276,39.9555,94.2211,-5.4642,50.2801,51.0793,199.2482,35.2753,76.9921,48.7979,34.1087
